1,3 -> 4,5  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,3 -> 4,6  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,3 -> 4,7  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,3 -> 4,9  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
1,3 -> 4,11  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
1,4 -> 1,2  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,4 -> 1,3  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
1,4 -> 1,6  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,4 -> 1,8  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,4 -> 1,9  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,4 -> 1,10  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,4 -> 2,1  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,4 -> 2,6  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,4 -> 2,11  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,4 -> 3,3  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,4 -> 3,9  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,4 -> 4,1  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,4 -> 4,3  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,4 -> 4,5  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,4 -> 4,6  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,4 -> 4,7  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,4 -> 4,9  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,4 -> 4,11  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
1,6 -> 1,2  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,6 -> 1,3  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,6 -> 1,4  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,6 -> 1,8  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,6 -> 1,9  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,6 -> 1,10  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,6 -> 2,1  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,6 -> 2,6  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
1,6 -> 2,11  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,6 -> 3,3  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,6 -> 3,9  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,6 -> 4,1  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,6 -> 4,3  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,6 -> 4,5  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,6 -> 4,6  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,6 -> 4,7  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,6 -> 4,9  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,6 -> 4,11  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,8 -> 1,2  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,8 -> 1,3  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,8 -> 1,4  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,8 -> 1,6  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,8 -> 1,9  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
1,8 -> 1,10  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,8 -> 2,1  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,8 -> 2,6  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,8 -> 2,11  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,8 -> 3,3  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,8 -> 3,9  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,8 -> 4,1  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
1,8 -> 4,3  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,8 -> 4,5  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,8 -> 4,6  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,8 -> 4,7  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,8 -> 4,9  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,8 -> 4,11  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,9 -> 1,2  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,9 -> 1,3  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,9 -> 1,4  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,9 -> 1,6  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,9 -> 1,8  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
1,9 -> 1,10  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
1,9 -> 2,1  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
1,9 -> 2,6  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,9 -> 2,11  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,9 -> 3,3  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,9 -> 3,9  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,9 -> 4,1  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
1,9 -> 4,3  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
1,9 -> 4,5  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,9 -> 4,6  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,9 -> 4,7  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,9 -> 4,9  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,9 -> 4,11  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,10 -> 1,2  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,10 -> 1,3  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,10 -> 1,4  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,10 -> 1,6  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,10 -> 1,8  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,10 -> 1,9  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
1,10 -> 2,1  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
1,10 -> 2,6  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
1,10 -> 2,11  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
1,10 -> 3,3  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
1,10 -> 3,9  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
1,10 -> 4,1  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
1,10 -> 4,3  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
1,10 -> 4,5  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
1,10 -> 4,6  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
1,10 -> 4,7  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
1,10 -> 4,9  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
1,10 -> 4,11  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,1 -> 1,2  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
2,1 -> 1,3  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
2,1 -> 1,4  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,1 -> 1,6  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
2,1 -> 1,8  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
2,1 -> 1,9  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
2,1 -> 1,10  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
2,1 -> 2,6  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,1 -> 2,11  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
2,1 -> 3,3  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
2,1 -> 3,9  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
2,1 -> 4,1  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
2,1 -> 4,3  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,1 -> 4,5  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
2,1 -> 4,6  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,1 -> 4,7  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
2,1 -> 4,9  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
2,1 -> 4,11  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
2,6 -> 1,2  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
2,6 -> 1,3  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,6 -> 1,4  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
2,6 -> 1,6  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
2,6 -> 1,8  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
2,6 -> 1,9  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,6 -> 1,10  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
2,6 -> 2,1  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,6 -> 2,11  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,6 -> 3,3  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
2,6 -> 3,9  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
2,6 -> 4,1  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,6 -> 4,3  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
2,6 -> 4,5  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
2,6 -> 4,6  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
2,6 -> 4,7  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
2,6 -> 4,9  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
2,6 -> 4,11  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,11 -> 1,2  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
2,11 -> 1,3  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
2,11 -> 1,4  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
2,11 -> 1,6  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
2,11 -> 1,8  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,11 -> 1,9  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
2,11 -> 1,10  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
2,11 -> 2,1  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
2,11 -> 2,6  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,11 -> 3,3  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
2,11 -> 3,9  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
2,11 -> 4,1  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
2,11 -> 4,3  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
2,11 -> 4,5  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
2,11 -> 4,6  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
2,11 -> 4,7  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
2,11 -> 4,9  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
2,11 -> 4,11  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
3,3 -> 1,2  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,3 -> 1,3  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
3,3 -> 1,4  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,3 -> 1,6  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
3,3 -> 1,8  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
3,3 -> 1,9  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
3,3 -> 1,10  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
3,3 -> 2,1  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
3,3 -> 2,6  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
3,3 -> 2,11  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
3,3 -> 3,9  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
3,3 -> 4,1  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,3 -> 4,3  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
3,3 -> 4,5  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,3 -> 4,6  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
3,3 -> 4,7  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
3,3 -> 4,9  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
3,3 -> 4,11  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
3,9 -> 1,2  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
3,9 -> 1,3  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
3,9 -> 1,4  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
3,9 -> 1,6  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
3,9 -> 1,8  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,9 -> 1,9  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
3,9 -> 1,10  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,9 -> 2,1  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
3,9 -> 2,6  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
3,9 -> 2,11  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
3,9 -> 3,3  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
3,9 -> 4,1  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
3,9 -> 4,3  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
3,9 -> 4,5  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
3,9 -> 4,6  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
3,9 -> 4,7  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
3,9 -> 4,9  	Importes: 		0,22 € 		0,17 € 		0,11 € 		0,20 € 		0,15 € 		0,10 €
3,9 -> 4,11  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
4,1 -> 1,2  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
4,1 -> 1,3  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
4,1 -> 1,4  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
4,1 -> 1,6  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
4,1 -> 1,8  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
4,1 -> 1,9  	Importes: 		1,42 € 		1,07 € 		0,71 € 		1,28 € 		0,96 € 		0,64 €
4,1 -> 1,10  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
4,1 -> 2,1  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
4,1 -> 2,6  	Importes: 		0,94 € 		0,71 € 		0,47 € 		0,85 € 		0,64 € 		0,42 €
4,1 -> 2,11  	Importes: 		1,54 € 		1,16 € 		0,77 € 		1,39 € 		1,04 € 		0,69 €
4,1 -> 3,3  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
4,1 -> 3,9  	Importes: 		1,18 € 		0,89 € 		0,59 € 		1,06 € 		0,80 € 		0,53 €
4,1 -> 4,3  	Importes: 		0,34 € 		0,26 € 		0,17 € 		0,31 € 		0,23 € 		0,15 €
4,1 -> 4,5  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
4,1 -> 4,6  	Importes: 		0,70 € 		0,53 € 		0,35 € 		0,63 € 		0,48 € 		0,32 €
4,1 -> 4,7  	Importes: 		0,82 € 		0,62 € 		0,41 € 		0,74 € 		0,56 € 		0,37 €
4,1 -> 4,9  	Importes: 		1,06 € 		0,80 € 		0,53 € 		0,95 € 		0,72 € 		0,48 €
4,1 -> 4,11  	Importes: 		1,30 € 		0,98 € 		0,65 € 		1,17 € 		0,88 € 		0,59 €
4,3 -> 1,2  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
4,3 -> 1,3  	Importes: 		0,46 € 		0,35 € 		0,23 € 		0,41 € 		0,32 € 		0,21 €
4,3 -> 1,4  	Importes: 		0,58 € 		0,44 € 		0,29 € 		0,52 € 		0,40 € 		0,26 €
